;name;distance;dist_change;power;accuracy;complexity;stam_cost;time_cost;qi_cost;features;functions;tier;freq
3896;Expert Pushing Heavy Headbutt;1;0;48;26;1;38;48;30;{'head', 'expert', 'pushing', 'heavy'};['do_knockback'];6;1
3897;Ultimate Pushing Heavy Headbutt;1;0;50;28;1;40;45;35;{'head', 'pushing', 'heavy', 'ultimate'};['do_knockback'];7;1
3898;Pushing Power Headbutt;1;0;33;24;1;20;60;15;{'head', 'pushing', 'power'};['do_strength_based_dam', 'do_knockback'];3;1
3899;Skillful Pushing Power Headbutt;1;0;35;25;1;24;57;20;{'head', 'skillful', 'pushing', 'power'};['do_strength_based_dam', 'do_knockback'];4;1
3900;Superior Pushing Power Headbutt;1;0;36;26;1;26;54;25;{'head', 'pushing', 'power', 'superior'};['do_strength_based_dam', 'do_knockback'];5;1
3901;Advanced Pushing Power Headbutt;1;0;38;28;1;28;51;30;{'head', 'pushing', 'advanced', 'power'};['do_strength_based_dam', 'do_knockback'];6;1
3902;Expert Pushing Power Headbutt;1;0;40;29;1;30;48;35;{'head', 'expert', 'pushing', 'power'};['do_strength_based_dam', 'do_knockback'];7;1
3903;Ultimate Pushing Power Headbutt;1;0;41;30;1;32;45;40;{'head', 'pushing', 'power', 'ultimate'};['do_strength_based_dam', 'do_knockback'];8;1
3904;Pushing Trick Headbutt;1;0;33;24;1;20;60;15;{'head', 'pushing', 'trick'};['do_agility_based_dam', 'do_knockback'];3;1
3905;Skillful Pushing Trick Headbutt;1;0;35;25;1;24;57;20;{'head', 'skillful', 'pushing', 'trick'};['do_agility_based_dam', 'do_knockback'];4;1
3906;Superior Pushing Trick Headbutt;1;0;36;26;1;26;54;25;{'head', 'pushing', 'trick', 'superior'};['do_agility_based_dam', 'do_knockback'];5;1
3907;Advanced Pushing Trick Headbutt;1;0;38;28;1;28;51;30;{'advanced', 'head', 'pushing', 'trick'};['do_agility_based_dam', 'do_knockback'];6;1
3908;Expert Pushing Trick Headbutt;1;0;40;29;1;30;48;35;{'head', 'expert', 'pushing', 'trick'};['do_agility_based_dam', 'do_knockback'];7;1
3909;Ultimate Pushing Trick Headbutt;1;0;41;30;1;32;45;40;{'head', 'pushing', 'trick', 'ultimate'};['do_agility_based_dam', 'do_knockback'];8;1
3910;Pushing Energy Headbutt;1;0;33;24;1;20;60;15;{'head', 'pushing', 'energy'};['do_qi_based_dam', 'do_knockback'];3;1
3911;Skillful Pushing Energy Headbutt;1;0;35;25;1;24;57;20;{'head', 'skillful', 'pushing', 'energy'};['do_qi_based_dam', 'do_knockback'];4;1
3912;Superior Pushing Energy Headbutt;1;0;36;26;1;26;54;25;{'head', 'pushing', 'superior', 'energy'};['do_qi_based_dam', 'do_knockback'];5;1
3913;Advanced Pushing Energy Headbutt;1;0;38;28;1;28;51;30;{'head', 'pushing', 'advanced', 'energy'};['do_qi_based_dam', 'do_knockback'];6;1
3914;Expert Pushing Energy Headbutt;1;0;40;29;1;30;48;35;{'head', 'expert', 'pushing', 'energy'};['do_qi_based_dam', 'do_knockback'];7;1
3915;Ultimate Pushing Energy Headbutt;1;0;41;30;1;32;45;40;{'head', 'pushing', 'ultimate', 'energy'};['do_qi_based_dam', 'do_knockback'];8;1
3916;Pushing Shocking Headbutt;1;0;33;24;1;20;60;15;{'head', 'pushing', 'shocking'};['do_shock_move', 'do_knockback'];3;1
3917;Skillful Pushing Shocking Headbutt;1;0;35;25;1;24;57;20;{'head', 'skillful', 'pushing', 'shocking'};['do_shock_move', 'do_knockback'];4;1
3918;Superior Pushing Shocking Headbutt;1;0;36;26;1;26;54;25;{'head', 'pushing', 'superior', 'shocking'};['do_shock_move', 'do_knockback'];5;1
3919;Advanced Pushing Shocking Headbutt;1;0;38;28;1;28;51;30;{'head', 'pushing', 'advanced', 'shocking'};['do_shock_move', 'do_knockback'];6;1
3920;Expert Pushing Shocking Headbutt;1;0;40;29;1;30;48;35;{'head', 'expert', 'pushing', 'shocking'};['do_shock_move', 'do_knockback'];7;1
3921;Ultimate Pushing Shocking Headbutt;1;0;41;30;1;32;45;40;{'head', 'pushing', 'ultimate', 'shocking'};['do_shock_move', 'do_knockback'];8;1
3922;Pushing Solar Headbutt;1;0;33;24;1;20;60;15;{'solar', 'head', 'pushing'};['do_stam_dam', 'do_knockback'];3;1
3923;Skillful Pushing Solar Headbutt;1;0;35;25;1;24;57;20;{'solar', 'head', 'skillful', 'pushing'};['do_stam_dam', 'do_knockback'];4;1
3924;Superior Pushing Solar Headbutt;1;0;36;26;1;26;54;25;{'solar', 'head', 'pushing', 'superior'};['do_stam_dam', 'do_knockback'];5;1
3925;Advanced Pushing Solar Headbutt;1;0;38;28;1;28;51;30;{'solar', 'head', 'pushing', 'advanced'};['do_stam_dam', 'do_knockback'];6;1
3926;Expert Pushing Solar Headbutt;1;0;40;29;1;30;48;35;{'solar', 'head', 'expert', 'pushing'};['do_stam_dam', 'do_knockback'];7;1
3927;Ultimate Pushing Solar Headbutt;1;0;41;30;1;32;45;40;{'solar', 'head', 'pushing', 'ultimate'};['do_stam_dam', 'do_knockback'];8;1
3928;Pushing Nerve Headbutt;1;0;33;24;1;20;60;15;{'head', 'nerve', 'pushing'};['do_mob_dam', 'do_knockback'];3;1
3929;Skillful Pushing Nerve Headbutt;1;0;35;25;1;24;57;20;{'head', 'skillful', 'nerve', 'pushing'};['do_mob_dam', 'do_knockback'];4;1
3930;Superior Pushing Nerve Headbutt;1;0;36;26;1;26;54;25;{'head', 'nerve', 'pushing', 'superior'};['do_mob_dam', 'do_knockback'];5;1
3931;Advanced Pushing Nerve Headbutt;1;0;38;28;1;28;51;30;{'head', 'nerve', 'advanced', 'pushing'};['do_mob_dam', 'do_knockback'];6;1
3932;Expert Pushing Nerve Headbutt;1;0;40;29;1;30;48;35;{'head', 'expert', 'nerve', 'pushing'};['do_mob_dam', 'do_knockback'];7;1
3933;Ultimate Pushing Nerve Headbutt;1;0;41;30;1;32;45;40;{'head', 'nerve', 'pushing', 'ultimate'};['do_mob_dam', 'do_knockback'];8;1
3934;Pushing Drunken Headbutt;1;0;33;24;2;20;60;10;{'head', 'pushing', 'drunken'};['cause_off_balance', 'do_knockback'];2;1
3935;Skillful Pushing Drunken Headbutt;1;0;35;25;2;24;57;15;{'head', 'skillful', 'pushing', 'drunken'};['cause_off_balance', 'do_knockback'];3;1
3936;Superior Pushing Drunken Headbutt;1;0;36;26;2;26;54;20;{'head', 'pushing', 'drunken', 'superior'};['cause_off_balance', 'do_knockback'];4;1
3937;Advanced Pushing Drunken Headbutt;1;0;38;28;2;28;51;25;{'advanced', 'head', 'pushing', 'drunken'};['cause_off_balance', 'do_knockback'];5;1
3938;Expert Pushing Drunken Headbutt;1;0;40;29;2;30;48;30;{'head', 'expert', 'pushing', 'drunken'};['cause_off_balance', 'do_knockback'];6;1
3939;Ultimate Pushing Drunken Headbutt;1;0;41;30;2;32;45;35;{'head', 'pushing', 'drunken', 'ultimate'};['cause_off_balance', 'do_knockback'];7;1
3940;Fast Headbutt;1;0;33;24;1;22;48;5;{'fast', 'head'};[];1;1
3941;Skillful Fast Headbutt;1;0;35;25;1;26;46;10;{'fast', 'head', 'skillful'};[];2;1
3942;Superior Fast Headbutt;1;0;36;26;1;29;43;15;{'fast', 'head', 'superior'};[];3;1
3943;Advanced Fast Headbutt;1;0;38;28;1;31;41;20;{'fast', 'head', 'advanced'};[];4;1
3944;Expert Fast Headbutt;1;0;40;29;1;33;38;25;{'fast', 'head', 'expert'};[];5;1
3945;Ultimate Fast Headbutt;1;0;41;30;1;35;36;30;{'fast', 'head', 'ultimate'};[];6;1
3946;Fast Long Headbutt;2;0;33;24;1;22;48;10;{'fast', 'head', 'long'};[];2;1
3947;Skillful Fast Long Headbutt;2;0;35;25;1;26;46;15;{'fast', 'head', 'skillful', 'long'};[];3;1
3948;Superior Fast Long Headbutt;2;0;36;26;1;29;43;20;{'fast', 'head', 'long', 'superior'};[];4;1
3949;Advanced Fast Long Headbutt;2;0;38;28;1;31;41;25;{'fast', 'head', 'long', 'advanced'};[];5;1
3950;Expert Fast Long Headbutt;2;0;40;29;1;33;38;30;{'fast', 'head', 'expert', 'long'};[];6;1
3951;Ultimate Fast Long Headbutt;2;0;41;30;1;35;36;35;{'fast', 'head', 'long', 'ultimate'};[];7;1
3952;Fast Ultra Long Headbutt;3;0;33;24;1;22;48;15;{'fast', 'head', 'ultra long'};[];3;1
3953;Skillful Fast Ultra Long Headbutt;3;0;35;25;1;26;46;20;{'fast', 'head', 'skillful', 'ultra long'};[];4;1
3954;Superior Fast Ultra Long Headbutt;3;0;36;26;1;29;43;25;{'fast', 'head', 'ultra long', 'superior'};[];5;1
3955;Advanced Fast Ultra Long Headbutt;3;0;38;28;1;31;41;30;{'fast', 'head', 'advanced', 'ultra long'};[];6;1
3956;Expert Fast Ultra Long Headbutt;3;0;40;29;1;33;38;35;{'fast', 'head', 'expert', 'ultra long'};[];7;1
3957;Ultimate Fast Ultra Long Headbutt;3;0;41;30;1;35;36;40;{'fast', 'head', 'ultra long', 'ultimate'};[];8;1
3958;Fast Charging Headbutt;2;-1;33;24;1;24;58;10;{'fast', 'head', 'charging'};[];2;1
3959;Skillful Fast Charging Headbutt;2;-1;35;25;1;29;55;15;{'fast', 'head', 'charging', 'skillful'};[];3;1
3960;Superior Fast Charging Headbutt;2;-1;36;26;1;31;52;20;{'fast', 'head', 'charging', 'superior'};[];4;1
3961;Advanced Fast Charging Headbutt;2;-1;38;28;1;34;49;25;{'fast', 'head', 'charging', 'advanced'};[];5;1
3962;Expert Fast Charging Headbutt;2;-1;40;29;1;36;46;30;{'fast', 'head', 'charging', 'expert'};[];6;1
3963;Ultimate Fast Charging Headbutt;2;-1;41;30;1;38;44;35;{'fast', 'head', 'charging', 'ultimate'};[];7;1
3964;Fast Retreating Headbutt;1;1;33;24;1;25;60;10;{'fast', 'head', 'retreating'};[];2;1
3965;Skillful Fast Retreating Headbutt;1;1;35;25;1;30;57;15;{'fast', 'head', 'skillful', 'retreating'};[];3;1
3966;Superior Fast Retreating Headbutt;1;1;36;26;1;32;54;20;{'fast', 'head', 'superior', 'retreating'};[];4;1
3967;Advanced Fast Retreating Headbutt;1;1;38;28;1;35;51;25;{'fast', 'head', 'advanced', 'retreating'};[];5;1
3968;Expert Fast Retreating Headbutt;1;1;40;29;1;38;48;30;{'fast', 'head', 'expert', 'retreating'};[];6;1
3969;Ultimate Fast Retreating Headbutt;1;1;41;30;1;40;45;35;{'fast', 'head', 'ultimate', 'retreating'};[];7;1
3970;Fast Onslaught Headbutt;3;-2;33;24;2;26;67;15;{'fast', 'head', 'onslaught'};[];3;1
3971;Skillful Fast Onslaught Headbutt;3;-2;35;25;2;31;64;20;{'fast', 'head', 'skillful', 'onslaught'};[];4;1
3972;Superior Fast Onslaught Headbutt;3;-2;36;26;2;34;60;25;{'fast', 'head', 'onslaught', 'superior'};[];5;1
3973;Advanced Fast Onslaught Headbutt;3;-2;38;28;2;36;57;30;{'fast', 'head', 'advanced', 'onslaught'};[];6;1
3974;Expert Fast Onslaught Headbutt;3;-2;40;29;2;39;54;35;{'fast', 'head', 'expert', 'onslaught'};[];7;1
3975;Ultimate Fast Onslaught Headbutt;3;-2;41;30;2;42;50;40;{'fast', 'head', 'onslaught', 'ultimate'};[];8;1
3976;Fast Vanishing Headbutt;1;2;33;24;2;28;70;15;{'vanishing', 'head', 'fast'};[];3;1
3977;Skillful Fast Vanishing Headbutt;1;2;35;25;2;34;66;20;{'vanishing', 'head', 'skillful', 'fast'};[];4;1
3978;Superior Fast Vanishing Headbutt;1;2;36;26;2;36;63;25;{'vanishing', 'head', 'fast', 'superior'};[];5;1
3979;Advanced Fast Vanishing Headbutt;1;2;38;28;2;39;60;30;{'vanishing', 'head', 'fast', 'advanced'};[];6;1
3980;Expert Fast Vanishing Headbutt;1;2;40;29;2;42;56;35;{'vanishing', 'head', 'expert', 'fast'};[];7;1
3981;Ultimate Fast Vanishing Headbutt;1;2;41;30;2;45;52;40;{'vanishing', 'head', 'fast', 'ultimate'};[];8;1
3982;Flying Headbutt;2;-1;33;24;2;24;60;5;{'head', 'flying'};[];1;1
3983;Skillful Flying Headbutt;2;-1;35;25;2;29;57;10;{'head', 'flying', 'skillful'};[];2;1
3984;Superior Flying Headbutt;2;-1;36;26;2;31;54;15;{'head', 'flying', 'superior'};[];3;1
3985;Advanced Flying Headbutt;2;-1;38;28;2;34;51;20;{'head', 'flying', 'advanced'};[];4;1
3986;Expert Flying Headbutt;2;-1;40;29;2;36;48;25;{'head', 'flying', 'expert'};[];5;1
3987;Ultimate Flying Headbutt;2;-1;41;30;2;38;45;30;{'head', 'flying', 'ultimate'};[];6;1
3988;Fast Flying Headbutt;2;-1;33;24;2;26;48;10;{'fast', 'head', 'flying'};[];2;1
3989;Skillful Fast Flying Headbutt;2;-1;35;25;2;31;46;15;{'fast', 'head', 'flying', 'skillful'};[];3;1
3990;Superior Fast Flying Headbutt;2;-1;36;26;2;34;43;20;{'fast', 'head', 'flying', 'superior'};[];4;1
3991;Advanced Fast Flying Headbutt;2;-1;38;28;2;36;41;25;{'fast', 'head', 'flying', 'advanced'};[];5;1
3992;Expert Fast Flying Headbutt;2;-1;40;29;2;39;38;30;{'fast', 'head', 'flying', 'expert'};[];6;1
3993;Ultimate Fast Flying Headbutt;2;-1;41;30;2;42;36;35;{'fast', 'head', 'flying', 'ultimate'};[];7;1
3994;Fast Acrobatic Headbutt;1;0;33;24;3;28;48;15;{'fast', 'head', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];3;1
3995;Skillful Fast Acrobatic Headbutt;1;0;35;25;3;34;46;20;{'fast', 'head', 'skillful', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];4;1
3996;Superior Fast Acrobatic Headbutt;1;0;36;26;3;36;43;25;{'fast', 'head', 'acrobatic', 'superior'};['do_agility_based_dam', 'do_strength_based_dam'];5;1
3997;Advanced Fast Acrobatic Headbutt;1;0;38;28;3;39;41;30;{'fast', 'head', 'advanced', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];6;1
3998;Expert Fast Acrobatic Headbutt;1;0;40;29;3;42;38;35;{'fast', 'head', 'expert', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];7;1
3999;Ultimate Fast Acrobatic Headbutt;1;0;41;30;3;45;36;40;{'fast', 'head', 'acrobatic', 'ultimate'};['do_agility_based_dam', 'do_strength_based_dam'];8;1
4000;Fast Power Headbutt;1;0;33;24;1;22;48;15;{'fast', 'head', 'power'};['do_strength_based_dam'];3;1
4001;Skillful Fast Power Headbutt;1;0;35;25;1;26;46;20;{'fast', 'head', 'skillful', 'power'};['do_strength_based_dam'];4;1
4002;Superior Fast Power Headbutt;1;0;36;26;1;29;43;25;{'fast', 'head', 'power', 'superior'};['do_strength_based_dam'];5;1
4003;Advanced Fast Power Headbutt;1;0;38;28;1;31;41;30;{'fast', 'head', 'advanced', 'power'};['do_strength_based_dam'];6;1
4004;Expert Fast Power Headbutt;1;0;40;29;1;33;38;35;{'fast', 'head', 'expert', 'power'};['do_strength_based_dam'];7;1
4005;Ultimate Fast Power Headbutt;1;0;41;30;1;35;36;40;{'fast', 'head', 'power', 'ultimate'};['do_strength_based_dam'];8;1
4006;Fast Trick Headbutt;1;0;33;24;1;22;48;15;{'fast', 'head', 'trick'};['do_agility_based_dam'];3;1
4007;Skillful Fast Trick Headbutt;1;0;35;25;1;26;46;20;{'fast', 'head', 'skillful', 'trick'};['do_agility_based_dam'];4;1
4008;Superior Fast Trick Headbutt;1;0;36;26;1;29;43;25;{'fast', 'head', 'trick', 'superior'};['do_agility_based_dam'];5;1
4009;Advanced Fast Trick Headbutt;1;0;38;28;1;31;41;30;{'fast', 'head', 'advanced', 'trick'};['do_agility_based_dam'];6;1
4010;Expert Fast Trick Headbutt;1;0;40;29;1;33;38;35;{'fast', 'head', 'expert', 'trick'};['do_agility_based_dam'];7;1
4011;Ultimate Fast Trick Headbutt;1;0;41;30;1;35;36;40;{'fast', 'head', 'trick', 'ultimate'};['do_agility_based_dam'];8;1
4012;Fast Energy Headbutt;1;0;33;24;1;22;48;15;{'fast', 'head', 'energy'};['do_qi_based_dam'];3;1
4013;Skillful Fast Energy Headbutt;1;0;35;25;1;26;46;20;{'fast', 'head', 'skillful', 'energy'};['do_qi_based_dam'];4;1
4014;Superior Fast Energy Headbutt;1;0;36;26;1;29;43;25;{'fast', 'head', 'superior', 'energy'};['do_qi_based_dam'];5;1
4015;Advanced Fast Energy Headbutt;1;0;38;28;1;31;41;30;{'fast', 'head', 'advanced', 'energy'};['do_qi_based_dam'];6;1
4016;Expert Fast Energy Headbutt;1;0;40;29;1;33;38;35;{'fast', 'head', 'expert', 'energy'};['do_qi_based_dam'];7;1
4017;Ultimate Fast Energy Headbutt;1;0;41;30;1;35;36;40;{'fast', 'head', 'ultimate', 'energy'};['do_qi_based_dam'];8;1
4018;Fast Piercing Headbutt;1;0;33;24;1;26;48;20;{'fast', 'head', 'piercing'};['do_agility_based_dam', 'do_speed_based_dam'];4;1
4019;Skillful Fast Piercing Headbutt;1;0;35;25;1;31;46;25;{'fast', 'head', 'piercing', 'skillful'};['do_agility_based_dam', 'do_speed_based_dam'];5;1
4020;Superior Fast Piercing Headbutt;1;0;36;26;1;34;43;30;{'fast', 'head', 'piercing', 'superior'};['do_agility_based_dam', 'do_speed_based_dam'];6;1
4021;Advanced Fast Piercing Headbutt;1;0;38;28;1;36;41;35;{'fast', 'head', 'piercing', 'advanced'};['do_agility_based_dam', 'do_speed_based_dam'];7;1
4022;Expert Fast Piercing Headbutt;1;0;40;29;1;39;38;40;{'fast', 'head', 'piercing', 'expert'};['do_agility_based_dam', 'do_speed_based_dam'];8;1
4023;Ultimate Fast Piercing Headbutt;1;0;41;30;1;42;36;45;{'fast', 'head', 'piercing', 'ultimate'};['do_agility_based_dam', 'do_speed_based_dam'];9;1
4024;Fast Shocking Headbutt;1;0;33;24;1;22;48;15;{'fast', 'head', 'shocking'};['do_shock_move'];3;1
4025;Skillful Fast Shocking Headbutt;1;0;35;25;1;26;46;20;{'fast', 'head', 'skillful', 'shocking'};['do_shock_move'];4;1
4026;Superior Fast Shocking Headbutt;1;0;36;26;1;29;43;25;{'fast', 'head', 'superior', 'shocking'};['do_shock_move'];5;1
4027;Advanced Fast Shocking Headbutt;1;0;38;28;1;31;41;30;{'fast', 'head', 'advanced', 'shocking'};['do_shock_move'];6;1
4028;Expert Fast Shocking Headbutt;1;0;40;29;1;33;38;35;{'fast', 'head', 'expert', 'shocking'};['do_shock_move'];7;1
4029;Ultimate Fast Shocking Headbutt;1;0;41;30;1;35;36;40;{'fast', 'head', 'ultimate', 'shocking'};['do_shock_move'];8;1
4030;Fast Solar Headbutt;1;0;33;24;1;22;48;15;{'solar', 'head', 'fast'};['do_stam_dam'];3;1
4031;Skillful Fast Solar Headbutt;1;0;35;25;1;26;46;20;{'solar', 'head', 'skillful', 'fast'};['do_stam_dam'];4;1
4032;Superior Fast Solar Headbutt;1;0;36;26;1;29;43;25;{'solar', 'head', 'fast', 'superior'};['do_stam_dam'];5;1
4033;Advanced Fast Solar Headbutt;1;0;38;28;1;31;41;30;{'solar', 'head', 'fast', 'advanced'};['do_stam_dam'];6;1
4034;Expert Fast Solar Headbutt;1;0;40;29;1;33;38;35;{'solar', 'head', 'expert', 'fast'};['do_stam_dam'];7;1
4035;Ultimate Fast Solar Headbutt;1;0;41;30;1;35;36;40;{'solar', 'head', 'fast', 'ultimate'};['do_stam_dam'];8;1
4036;Fast Nerve Headbutt;1;0;33;24;1;22;48;15;{'fast', 'head', 'nerve'};['do_mob_dam'];3;1
4037;Skillful Fast Nerve Headbutt;1;0;35;25;1;26;46;20;{'fast', 'head', 'skillful', 'nerve'};['do_mob_dam'];4;1
4038;Superior Fast Nerve Headbutt;1;0;36;26;1;29;43;25;{'fast', 'head', 'nerve', 'superior'};['do_mob_dam'];5;1
4039;Advanced Fast Nerve Headbutt;1;0;38;28;1;31;41;30;{'fast', 'head', 'nerve', 'advanced'};['do_mob_dam'];6;1
4040;Expert Fast Nerve Headbutt;1;0;40;29;1;33;38;35;{'fast', 'head', 'expert', 'nerve'};['do_mob_dam'];7;1
4041;Ultimate Fast Nerve Headbutt;1;0;41;30;1;35;36;40;{'fast', 'head', 'nerve', 'ultimate'};['do_mob_dam'];8;1
4042;Fast Debilitating Headbutt;1;0;33;24;1;22;48;25;{'debilitating', 'head', 'fast'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];5;1
4043;Skillful Fast Debilitating Headbutt;1;0;35;25;1;26;46;30;{'debilitating', 'head', 'skillful', 'fast'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];6;1
4044;Superior Fast Debilitating Headbutt;1;0;36;26;1;29;43;35;{'debilitating', 'head', 'fast', 'superior'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];7;1
4045;Advanced Fast Debilitating Headbutt;1;0;38;28;1;31;41;40;{'debilitating', 'head', 'fast', 'advanced'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];8;1
4046;Expert Fast Debilitating Headbutt;1;0;40;29;1;33;38;45;{'debilitating', 'head', 'expert', 'fast'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];9;1
4047;Ultimate Fast Debilitating Headbutt;1;0;41;30;1;35;36;50;{'debilitating', 'head', 'fast', 'ultimate'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];10;1
4048;Fast Slashing Headbutt;1;0;33;24;1;22;48;15;{'fast', 'head', 'slashing'};['cause_bleeding'];3;1
4049;Skillful Fast Slashing Headbutt;1;0;35;25;1;26;46;20;{'fast', 'head', 'skillful', 'slashing'};['cause_bleeding'];4;1
4050;Superior Fast Slashing Headbutt;1;0;36;26;1;29;43;25;{'fast', 'head', 'slashing', 'superior'};['cause_bleeding'];5;1
4051;Advanced Fast Slashing Headbutt;1;0;38;28;1;31;41;30;{'fast', 'head', 'slashing', 'advanced'};['cause_bleeding'];6;1
4052;Expert Fast Slashing Headbutt;1;0;40;29;1;33;38;35;{'fast', 'head', 'expert', 'slashing'};['cause_bleeding'];7;1
4053;Ultimate Fast Slashing Headbutt;1;0;41;30;1;35;36;40;{'fast', 'head', 'slashing', 'ultimate'};['cause_bleeding'];8;1
4054;Fast Drunken Headbutt;1;0;33;24;2;22;48;10;{'fast', 'head', 'drunken'};['cause_off_balance'];2;1
4055;Skillful Fast Drunken Headbutt;1;0;35;25;2;26;46;15;{'fast', 'head', 'skillful', 'drunken'};['cause_off_balance'];3;1
4056;Superior Fast Drunken Headbutt;1;0;36;26;2;29;43;20;{'fast', 'head', 'drunken', 'superior'};['cause_off_balance'];4;1
4057;Advanced Fast Drunken Headbutt;1;0;38;28;2;31;41;25;{'fast', 'head', 'advanced', 'drunken'};['cause_off_balance'];5;1
4058;Expert Fast Drunken Headbutt;1;0;40;29;2;33;38;30;{'fast', 'head', 'expert', 'drunken'};['cause_off_balance'];6;1
4059;Ultimate Fast Drunken Headbutt;1;0;41;30;2;35;36;35;{'fast', 'head', 'drunken', 'ultimate'};['cause_off_balance'];7;1
4060;Strong Headbutt;1;0;40;24;1;22;60;5;{'head', 'strong'};[];1;1
4061;Skillful Strong Headbutt;1;0;42;25;1;26;57;10;{'head', 'skillful', 'strong'};[];2;1
4062;Superior Strong Headbutt;1;0;44;26;1;29;54;15;{'head', 'strong', 'superior'};[];3;1
4063;Advanced Strong Headbutt;1;0;46;28;1;31;51;20;{'advanced', 'head', 'strong'};[];4;1
4064;Expert Strong Headbutt;1;0;48;29;1;33;48;25;{'head', 'expert', 'strong'};[];5;1
4065;Ultimate Strong Headbutt;1;0;50;30;1;35;45;30;{'head', 'strong', 'ultimate'};[];6;1
4066;Strong Long Headbutt;2;0;40;24;1;22;60;10;{'head', 'long', 'strong'};[];2;1
4067;Skillful Strong Long Headbutt;2;0;42;25;1;26;57;15;{'head', 'skillful', 'long', 'strong'};[];3;1
4068;Superior Strong Long Headbutt;2;0;44;26;1;29;54;20;{'head', 'long', 'strong', 'superior'};[];4;1
4069;Advanced Strong Long Headbutt;2;0;46;28;1;31;51;25;{'advanced', 'head', 'long', 'strong'};[];5;1
4070;Expert Strong Long Headbutt;2;0;48;29;1;33;48;30;{'head', 'expert', 'long', 'strong'};[];6;1
4071;Ultimate Strong Long Headbutt;2;0;50;30;1;35;45;35;{'head', 'long', 'strong', 'ultimate'};[];7;1
4072;Strong Ultra Long Headbutt;3;0;40;24;1;22;60;15;{'head', 'strong', 'ultra long'};[];3;1
4073;Skillful Strong Ultra Long Headbutt;3;0;42;25;1;26;57;20;{'head', 'skillful', 'strong', 'ultra long'};[];4;1
4074;Superior Strong Ultra Long Headbutt;3;0;44;26;1;29;54;25;{'head', 'strong', 'ultra long', 'superior'};[];5;1
4075;Advanced Strong Ultra Long Headbutt;3;0;46;28;1;31;51;30;{'advanced', 'head', 'strong', 'ultra long'};[];6;1
4076;Expert Strong Ultra Long Headbutt;3;0;48;29;1;33;48;35;{'head', 'expert', 'strong', 'ultra long'};[];7;1
4077;Ultimate Strong Ultra Long Headbutt;3;0;50;30;1;35;45;40;{'head', 'strong', 'ultra long', 'ultimate'};[];8;1
